[ T-Track ]
    title = Fluence in organ and tissue regions
     mesh =  reg            # mesh type is region-wise
      reg = 1400 1401 1700 1701 1900 1901 2200 2201 2400 2401 2600 2900
            2901 3200 3201 3400 3401 3700 3701 3900 4100 { 4300 - 4323
            } 4500 4501 4700 4900 5100 5300 5500 5600 { 7600 - 7602 } {
            8000 - 8002 } { 8400 - 8402 } 9700 9900 { 7200 - 7203 }
            6200 6300 6400 6500 12900 13000 { 13700 - 13702 } { 11000 -
            11002 } 9500 13200 6100 { 12000 - 12002 } { 12100 - 12102 }
            { 12200 - 12202 } 100 200 { 300 - 307 } { 400 - 405 } 7000
            8700 8900 9200 10000 10100 10200 10300 { 10400 - 10403 } {
            10500 - 10503 } { 10600 - 10616 } 500 501 600 601 11300
            11500 { 7400 - 7403 } 12700 13100 6600 6601 { 6700 - 6702 }
            6800 6801 { 6900 - 6902 }
   volume                   # combined, lattice or level structure 
   non     reg      vol     # reg definition
   1.2750E+01   1.3250E+01   0.0000E+00  0.0000
   1.3250E+01   1.3750E+01   0.0000E+00  0.0000
   1.3750E+01   1.4250E+01   0.0000E+00  0.0000
   1.4250E+01   1.4750E+01   0.0000E+00  0.0000
   1.4750E+01   1.5250E+01   0.0000E+00  0.0000
   1.5250E+01   1.5750E+01   0.0000E+00  0.0000
   1.5750E+01   1.6250E+01   0.0000E+00  0.0000
   1.6250E+01   1.6750E+01   0.0000E+00  0.0000
   1.6750E+01   1.7250E+01   0.0000E+00  0.0000
   1.7250E+01   1.7750E+01   0.0000E+00  0.0000
   1.7750E+01   1.8250E+01   0.0000E+00  0.0000
   1.8250E+01   1.8750E+01   0.0000E+00  0.0000
   1.8750E+01   1.9250E+01   0.0000E+00  0.0000
   1.9250E+01   1.9750E+01   0.0000E+00  0.0000
   1.9750E+01   2.2500E+01   0.0000E+00  0.0000

#   sum over                 9.8348E-05

'no. = 31,  reg  =   4309'
msuc: {\huge Fluence in organ and tissue regions}
msdr: {\it plotted by \ANGEL \version}
msdl: {\it calculated by \PHITS  3.33}
wt: s(0.7)
\vspace{-3}
   vol  &=&   3.3317E+01 [cm^3]
e:

#------------------------------------------------------------------------------
 newpage:
#   no. = 32   reg =   4310

x: Energy [MeV]
y: Flux [1/cm^2/source]              
p: xlin ylog afac(0.8) form(0.9)
h: n            x            y(photon  ),hh0l n  
#  e-lower      e-upper        photon    r.err 
   9.5000E-03   1.0500E-02   0.0000E+00  0.0000
   1.0500E-02   1.1500E-02   6.3515E-11  1.0000
   1.1500E-02   1.2500E-02   0.0000E+00  0.0000
   1.2500E-02   1.3500E-02   2.0233E-10  0.8363
   1.3500E-02   1.4500E-02   1.7724E-09  0.6692
   1.4500E-02   1.5500E-02   0.0000E+00  0.0000
   1.5500E-02   1.6500E-02   3.8732E-10  0.7573
   1.6500E-02   1.7500E-02   1.8535E-10  1.0000
   1.7500E-02   1.8500E-02   1.7521E-09  0.7155
   1.8500E-02   1.9500E-02   2.4835E-09  0.6263
   1.9500E-02   2.0500E-02   1.3668E-09  1.0000
   2.0500E-02   2.1500E-02   7.0514E-10  0.8869
   2.1500E-02   2.2500E-02   0.0000E+00  0.0000
   2.2500E-02   2.3500E-02   3.4104E-10  1.0000
   2.3500E-02   2.4500E-02   6.8278E-10  1.0000
   2.4500E-02   2.5500E-02   1.2246E-09  1.0000
   2.5500E-02   2.6500E-02   1.0613E-09  1.0000
   2.6500E-02   2.7500E-02   7.2559E-09  0.5890
   2.7500E-02   2.8500E-02   3.3906E-09  0.8624
   2.8500E-02   2.9500E-02   1.1375E-09  0.8388
   2.9500E-02   3.0500E-02   2.3371E-08  0.5828
   3.0500E-02   3.1500E-02   1.4803E-08  0.4154
   3.1500E-02   3.2500E-02   4.8818E-09  0.6499
   3.2500E-02   3.3500E-02   1.2260E-08  0.3888
   3.3500E-02   3.4500E-02   1.3049E-08  0.3924
   3.4500E-02   3.5500E-02   1.8075E-08  0.3782
   3.5500E-02   3.6500E-02   1.8286E-08  0.3585
   3.6500E-02   3.7500E-02   2.7718E-08  0.3058
   3.7500E-02   3.8500E-02   1.9326E-08  0.3675
   3.8500E-02   3.9500E-02   3.2164E-08  0.3166
   3.9500E-02   4.0500E-02   3.3317E-08  0.2915
   4.0500E-02   4.1500E-02   3.2004E-08  0.2655
   4.1500E-02   4.2500E-02   4.6142E-08  0.2641
   4.2500E-02   4.3500E-02   3.4221E-08  0.2699
   4.3500E-02   4.4500E-02   5.0437E-08  0.2352
   4.4500E-02   4.5500E-02   4.9038E-08  0.2277
   4.5500E-02   4.6500E-02   7.2688E-08  0.2002
   4.6500E-02   4.7500E-02   4.1323E-08  0.2408
   4.7500E-02   4.8500E-02   5.8417E-08  0.2212
   4.8500E-02   4.9500E-02   7.7264E-08  0.1914
   4.9500E-02   5.0500E-02   7.9796E-08  0.2056
   5.0500E-02   5.1500E-02   6.8528E-08  0.2094
   5.1500E-02   5.2500E-02   6.0344E-08  0.2119
   5.2500E-02   5.3500E-02   6.2669E-08  0.2051
   5.3500E-02   5.4500E-02   7.9041E-08  0.1998
   5.4500E-02   5.5500E-02   6.8851E-08  0.2638
   5.5500E-02   5.6500E-02   8.6858E-08  0.1797
   5.6500E-02   5.7500E-02   1.0806E-07  0.1902
   5.7500E-02   5.8500E-02   7.5728E-08  0.2027
   5.8500E-02   5.9500E-02   9.3658E-08  0.1837
   5.9500E-02   6.0500E-02   9.3042E-08  0.2034
   6.0500E-02   6.1500E-02   9.9121E-08  0.1690
   6.1500E-02   6.2500E-02   1.1741E-07  0.1983
   6.2500E-02   6.3500E-02   9.8778E-08  0.1778
   6.3500E-02   6.4500E-02   1.0857E-07  0.1809
   6.4500E-02   6.5500E-02   8.2281E-08  0.2028
   6.5500E-02   6.6500E-02   1.0470E-07  0.2045
   6.6500E-02   6.7500E-02   5.6822E-08  0.1955
   6.7500E-02   6.8500E-02   1.2855E-07  0.1626
   6.8500E-02   6.9500E-02   9.9652E-08  0.1518
   6.9500E-02   7.0500E-02   1.1271E-07  0.1834
   7.0500E-02   7.1500E-02   6.1442E-08  0.2283
   7.1500E-02   7.2500E-02   8.8657E-08  0.1896
   7.2500E-02   7.3500E-02   9.2885E-08  0.1849
   7.3500E-02   7.4500E-02   1.2056E-07  0.1689
   7.4500E-02   7.5500E-02   7.8409E-08  0.1936
   7.5500E-02   7.6500E-02   1.0640E-07  0.1682
   7.6500E-02   7.7500E-02   8.6913E-08  0.1689
   7.7500E-02   7.8500E-02   9.1031E-08  0.1718
   7.8500E-02   7.9500E-02   6.7346E-08  0.2239
   7.9500E-02   8.0500E-02   1.2070E-07  0.1627
   8.0500E-02   8.1500E-02   1.1209E-07  0.1863
   8.1500E-02   8.2500E-02   1.3059E-07  0.1980
   8.2500E-02   8.3500E-02   1.1179E-07  0.1634
   8.3500E-02   8.4500E-02   9.8245E-08  0.1745
   8.4500E-02   8.5500E-02   1.1942E-07  0.1711
   8.5500E-02   8.6500E-02   1.0287E-07  0.2264
   8.6500E-02   8.7500E-02   1.3038E-07  0.1466
   8.7500E-02   8.8500E-02   1.1380E-07  0.2417
   8.8500E-02   8.9500E-02   1.4068E-07  0.1485
   8.9500E-02   9.0500E-02   8.6939E-08  0.1906
   9.0500E-02   9.1500E-02   1.1370E-07  0.1752
   9.1500E-02   9.2500E-02   1.0222E-07  0.1673
   9.2500E-02   9.3500E-02   1.1706E-07  0.1567
   9.3500E-02   9.4500E-02   9.6105E-08  0.1985
   9.4500E-02   9.5500E-02   1.1168E-07  0.1815
   9.5500E-02   9.6500E-02   1.1811E-07  0.1564
   9.6500E-02   9.7500E-02   1.2308E-07  0.1724
   9.7500E-02   9.8500E-02   1.1337E-07  0.1794
   9.8500E-02   9.9500E-02   1.3135E-07  0.1590
   9.9500E-02   1.0050E-01   9.6816E-08  0.1875
   1.0050E-01   1.0150E-01   1.1188E-07  0.1514
   1.0150E-01   1.0250E-01   1.1850E-07  0.1625
   1.0250E-01   1.0350E-01   1.4072E-07  0.1624
   1.0350E-01   1.0450E-01   7.8611E-08  0.1996
   1.0450E-01   1.0550E-01   1.1196E-07  0.1576
   1.0550E-01   1.0650E-01   1.2176E-07  0.1723
   1.0650E-01   1.0750E-01   9.3073E-08  0.1882
   1.0750E-01   1.0850E-01   1.0676E-07  0.1992
   1.0850E-01   1.0950E-01   1.2764E-07  0.1689
   1.0950E-01   1.1050E-01   9.5350E-08  0.1735
   1.1050E-01   1.1150E-01   1.3032E-07  0.1613
   1.1150E-01   1.1250E-01   7.9124E-08  0.1917
   1.1250E-01   1.1350E-01   1.0709E-07  0.1579
   1.1350E-01   1.1450E-01   1.1434E-07  0.1834
   1.1450E-01   1.1550E-01   1.2179E-07  0.1716
   1.1550E-01   1.1650E-01   1.5231E-07  0.1543
   1.1650E-01   1.1750E-01   8.9914E-08  0.1711
   1.1750E-01   1.1850E-01   9.5867E-08  0.1812
   1.1850E-01   1.1950E-01   7.0094E-08  0.1877
   1.1950E-01   1.2050E-01   1.3586E-07  0.1538
   1.2050E-01   1.2150E-01   1.4428E-07  0.1517
   1.2150E-01   1.2250E-01   1.1128E-07  0.1704
   1.2250E-01   1.2350E-01   1.0013E-07  0.1673
   1.2350E-01   1.2450E-01   7.6627E-08  0.1962
   1.2450E-01   1.2550E-01   1.2846E-07  0.1693
   1.2550E-01   1.2650E-01   1.1326E-07  0.1663
   1.2650E-01   1.2750E-01   9.2768E-08  0.1698
   1.2750E-01   1.2850E-01   1.2703E-07  0.1710
   1.2850E-01   1.2950E-01   1.0810E-07  0.1915
   1.2950E-01   1.3050E-01   7.7010E-08  0.1916
   1.3050E-01   1.3150E-01   1.0801E-07  0.1670
   1.3150E-01   1.3250E-01   7.9774E-08  0.1875
   1.3250E-01   1.3350E-01   1.1665E-07  0.1729
   1.3350E-01   1.3450E-01   1.1943E-07  0.1727
   1.3450E-01   1.3550E-01   8.0779E-08  0.2057
   1.3550E-01   1.3650E-01   1.4554E-07  0.1499
   1.3650E-01   1.3750E-01   1.0863E-07  0.1653
   1.3750E-01   1.3850E-01   9.9970E-08  0.1621
   1.3850E-01   1.3950E-01   1.0126E-07  0.1926
   1.3950E-01   1.4050E-01   1.1510E-07  0.1862
   1.4050E-01   1.4150E-01   9.0526E-08  0.1755
   1.4150E-01   1.4250E-01   1.0709E-07  0.1817
   1.4250E-01   1.4350E-01   1.1502E-07  0.1778
   1.4350E-01   1.4450E-01   1.3889E-07  0.1642
   1.4450E-01   1.4550E-01   1.2209E-07  0.1719
   1.4550E-01   1.4650E-01   1.0952E-07  0.1909
   1.4650E-01   1.4750E-01   1.1593E-07  0.1672
   1.4750E-01   1.4850E-01   1.1126E-07  0.1689
   1.4850E-01   1.4950E-01   9.5302E-08  0.1753
   1.4950E-01   1.5050E-01   1.2398E-07  0.1695
   1.5050E-01   1.5150E-01   1.0196E-07  0.1598
   1.5150E-01   1.5250E-01   1.3848E-07  0.1508
   1.5250E-01   1.5350E-01   9.1819E-08  0.1692
   1.5350E-01   1.5450E-01   1.3808E-07  0.1539
   1.5450E-01   1.5550E-01   1.1321E-07  0.1662
   1.5550E-01   1.5650E-01   8.4288E-08  0.2042
   1.5650E-01   1.5750E-01   1.2588E-07  0.1798
   1.5750E-01   1.5850E-01   9.4135E-08  0.1817
   1.5850E-01   1.5950E-01   8.4788E-08  0.1842
   1.5950E-01   1.6050E-01   1.3730E-07  0.1552
   1.6050E-01   1.6150E-01   1.0772E-07  0.1666
   1.6150E-01   1.6250E-01   1.2111E-07  0.1722
   1.6250E-01   1.6350E-01   9.7658E-08  0.1893
   1.6350E-01   1.6450E-01   1.0548E-07  0.2024
   1.6450E-01   1.6550E-01   8.0752E-08  0.1924
   1.6550E-01   1.6650E-01   9.8571E-08  0.1689
   1.6650E-01   1.6750E-01   8.5445E-08  0.1905
   1.6750E-01   1.6850E-01   1.1267E-07  0.1900
   1.6850E-01   1.6950E-01   9.0061E-08  0.1810
   1.6950E-01   1.7050E-01   1.0316E-07  0.1862
   1.7050E-01   1.7150E-01   8.7559E-08  0.1952
   1.7150E-01   1.7250E-01   7.0032E-08  0.2375
   1.7250E-01   1.7350E-01   7.1487E-08  0.2110
   1.7350E-01   1.7450E-01   6.4886E-08  0.2193
   1.7450E-01   1.7550E-01   1.0694E-07  0.1754
   1.7550E-01   1.7650E-01   1.0812E-07  0.1698
   1.7650E-01   1.7750E-01   1.3002E-07  0.1892
   1.7750E-01   1.7850E-01   9.8083E-08  0.1878
   1.7850E-01   1.7950E-01   1.3585E-07  0.1538
   1.7950E-01   1.8050E-01   8.6701E-08  0.2819
   1.8050E-01   1.8150E-01   1.0511E-07  0.1875
   1.8150E-01   1.8250E-01   7.6259E-08  0.1921
   1.8250E-01   1.8350E-01   8.7804E-08  0.2113
   1.8350E-01   1.8450E-01   9.8193E-08  0.1882
   1.8450E-01   1.8550E-01   1.0935E-07  0.1734
   1.8550E-01   1.8650E-01   1.6299E-07  0.1993
   1.8650E-01   1.8750E-01   1.1695E-07  0.1967
   1.8750E-01   1.8850E-01   9.1583E-08  0.2181
   1.8850E-01   1.8950E-01   4.9568E-08  0.2391
   1.8950E-01   1.9050E-01   9.3001E-08  0.1801
   1.9050E-01   1.9150E-01   9.9474E-08  0.1929
   1.9150E-01   1.9250E-01   1.0535E-07  0.1637
   1.9250E-01   1.9350E-01   9.4680E-08  0.1676
   1.9350E-01   1.9450E-01   1.0739E-07  0.1788
   1.9450E-01   1.9550E-01   6.9550E-08  0.2009
   1.9550E-01   1.9650E-01   7.4150E-08  0.1896
   1.9650E-01   1.9750E-01   1.3580E-07  0.1439
   1.9750E-01   1.9850E-01   9.3150E-08  0.1727
   1.9850E-01   1.9950E-01   8.9455E-08  0.1823
   1.9950E-01   2.0050E-01   7.1066E-08  0.1904
   2.0050E-01   2.0750E-01   7.0128E-07  0.0677
   2.0750E-01   2.1250E-01   6.0672E-07  0.0716
   2.1250E-01   2.1750E-01   5.6836E-07  0.0743
   2.1750E-01   2.2250E-01   5.6961E-07  0.0755
   2.2250E-01   2.2750E-01   4.9327E-07  0.0802
   2.2750E-01   2.3250E-01   4.7401E-07  0.0856
   2.3250E-01   2.3750E-01   5.1150E-07  0.0823
   2.3750E-01   2.4250E-01   5.7692E-07  0.0741
   2.4250E-01   2.4750E-01   5.2967E-07  0.0866
   2.4750E-01   2.5250E-01   4.4296E-07  0.0886
   2.5250E-01   2.5750E-01   4.4994E-07  0.0884
   2.5750E-01   2.6250E-01   4.4002E-07  0.0810
   2.6250E-01   2.6750E-01   4.3749E-07  0.0908
   2.6750E-01   2.7250E-01   3.5823E-07  0.0984
   2.7250E-01   2.7750E-01   4.1387E-07  0.0910
   2.7750E-01   2.8250E-01   3.5738E-07  0.1010
   2.8250E-01   2.8750E-01   3.2908E-07  0.0966
   2.8750E-01   2.9250E-01   3.2345E-07  0.1053
   2.9250E-01   2.9750E-01   2.8432E-07  0.1046
   2.9750E-01   3.0250E-01   2.9923E-07  0.1089
   3.0250E-01   3.0750E-01   3.3780E-07  0.0952
   3.0750E-01   3.1250E-01   3.4790E-07  0.1106
   3.1250E-01   3.1750E-01   2.9546E-07  0.1134
   3.1750E-01   3.2250E-01   2.7918E-07  0.1100
   3.2250E-01   3.2750E-01   3.0643E-07  0.1082
   3.2750E-01   3.3250E-01   2.7977E-07  0.1137
   3.3250E-01   3.3750E-01   2.6080E-07  0.1075
   3.3750E-01   3.4250E-01   2.4951E-07  0.1191
   3.4250E-01   3.4750E-01   3.2199E-07  0.1128
   3.4750E-01   3.5250E-01   2.4023E-07  0.1226
   3.5250E-01   3.5750E-01   3.0244E-07  0.1044
   3.5750E-01   3.6250E-01   2.8118E-07  0.1133
   3.6250E-01   3.6750E-01   2.1492E-07  0.1359
   3.6750E-01   3.7250E-01   2.4433E-07  0.1172
   3.7250E-01   3.7750E-01   2.5421E-07  0.1154
   3.7750E-01   3.8250E-01   2.5672E-07  0.1170
   3.8250E-01   3.8750E-01   1.9253E-07  0.1440
   3.8750E-01   3.9250E-01   2.2493E-07  0.1294
   3.9250E-01   3.9750E-01   2.5536E-07  0.1194
   3.9750E-01   4.0250E-01   2.1826E-07  0.1314
   4.0250E-01   4.1500E-01   5.0937E-07  0.0996
   4.1500E-01   4.2500E-01   3.5883E-07  0.0955
   4.2500E-01   4.3500E-01   3.4183E-07  0.1001
   4.3500E-01   4.4500E-01   3.1237E-07  0.1127
   4.4500E-01   4.5500E-01   3.7472E-07  0.1030
   4.5500E-01   4.6500E-01   3.0501E-07  0.1141
   4.6500E-01   4.7500E-01   3.6517E-07  0.0913
   4.7500E-01   4.8500E-01   3.1841E-07  0.1007
   4.8500E-01   4.9500E-01   2.9982E-07  0.1040
   4.9500E-01   5.0500E-01   2.7126E-07  0.1130
   5.0500E-01   5.1500E-01   2.5897E-07  0.1089
   5.1500E-01   5.2500E-01   1.8612E-07  0.1203
   5.2500E-01   5.3500E-01   1.9017E-07  0.1236
   5.3500E-01   5.4500E-01   2.3553E-07  0.1223
   5.4500E-01   5.5500E-01   2.7726E-07  0.1112
   5.5500E-01   5.6500E-01   2.3505E-07  0.1279
   5.6500E-01   5.7500E-01   2.1786E-07  0.1152
   5.7500E-01   5.8500E-01   1.8028E-07  0.1263
   5.8500E-01   5.9500E-01   2.5070E-07  0.1094
   5.9500E-01   6.0500E-01   2.2150E-07  0.1191
   6.0500E-01   6.1500E-01   2.1241E-07  0.1185
   6.1500E-01   6.2500E-01   1.6950E-07  0.1418
   6.2500E-01   6.3500E-01   1.9660E-07  0.1285
   6.3500E-01   6.4500E-01   2.2029E-07  0.1326
   6.4500E-01   6.5500E-01   2.2830E-07  0.1199
   6.5500E-01   6.6500E-01   2.0303E-07  0.1268
   6.6500E-01   6.7500E-01   1.8532E-07  0.1254
   6.7500E-01   6.8500E-01   1.8119E-07  0.1299
   6.8500E-01   6.9500E-01   1.5175E-07  0.1377
   6.9500E-01   7.0500E-01   1.3391E-07  0.1431
   7.0500E-01   7.1500E-01   1.7051E-07  0.1351
   7.1500E-01   7.2500E-01   1.4195E-07  0.1358
   7.2500E-01   7.3500E-01   1.8713E-07  0.1223
   7.3500E-01   7.4500E-01   2.0635E-07  0.1583
   7.4500E-01   7.5500E-01   1.7382E-07  0.1384
   7.5500E-01   7.6500E-01   1.4817E-07  0.1419
   7.6500E-01   7.7500E-01   2.0841E-07  0.1165
   7.7500E-01   7.8500E-01   1.7323E-07  0.1282
   7.8500E-01   7.9500E-01   1.7058E-07  0.1217
   7.9500E-01   8.0500E-01   1.6046E-07  0.1284
   8.0500E-01   8.1500E-01   2.0685E-07  0.1230
   8.1500E-01   8.2500E-01   1.5183E-07  0.1422
   8.2500E-01   8.3500E-01   1.7081E-07  0.1337
   8.3500E-01   8.4500E-01   1.7752E-07  0.1196
   8.4500E-01   8.5500E-01   1.2761E-07  0.1430
   8.5500E-01   8.6500E-01   1.7898E-07  0.1290
   8.6500E-01   8.7500E-01   1.6088E-07  0.1287
   8.7500E-01   8.8500E-01   1.2540E-07  0.1407
   8.8500E-01   8.9500E-01   1.8256E-07  0.1262
   8.9500E-01   9.0500E-01   1.6538E-07  0.1258
   9.0500E-01   9.1500E-01   2.2016E-07  0.1130
   9.1500E-01   9.2500E-01   1.6148E-07  0.1256
   9.2500E-01   9.3500E-01   1.6292E-07  0.1295
   9.3500E-01   9.4500E-01   2.1665E-07  0.1196
   9.4500E-01   9.5500E-01   2.1560E-07  0.1159
   9.5500E-01   9.6500E-01   1.7689E-07  0.1233
   9.6500E-01   9.7500E-01   2.1587E-07  0.1200
   9.7500E-01   9.8500E-01   1.5070E-07  0.1323
   9.8500E-01   9.9500E-01   1.5981E-07  0.1310
   9.9500E-01   1.0050E+00   5.6470E-05  0.0071
   1.0050E+00   1.0750E+00   0.0000E+00  0.0000
   1.0750E+00   1.1250E+00   0.0000E+00  0.0000
   1.1250E+00   1.1750E+00   0.0000E+00  0.0000
   1.1750E+00   1.2250E+00   0.0000E+00  0.0000
   1.2250E+00   1.2750E+00   0.0000E+00  0.0000
   1.2750E+00   1.3250E+00   0.0000E+00  0.0000
   1.3250E+00   1.3750E+00   0.0000E+00  0.0000
   1.3750E+00   1.4250E+00   0.0000E+00  0.0000
   1.4250E+00   1.4750E+00   0.0000E+00  0.0000
   1.4750E+00   1.5250E+00   0.0000E+00  0.0000
   1.5250E+00   1.5750E+00   0.0000E+00  0.0000
   1.5750E+00   1.6250E+00   0.0000E+00  0.0000
   1.6250E+00   1.6750E+00   0.0000E+00  0.0000
   1.6750E+00   1.7250E+00   0.0000E+00  0.0000
   1.7250E+00   1.7750E+00   0.0000E+00  0.0000
   1.7750E+00   1.8250E+00   0.0000E+00  0.0000
   1.8250E+00   1.8750E+00   0.0000E+00  0.0000
   1.8750E+00   1.9250E+00   0.0000E+00  0.0000
   1.9250E+00   1.9750E+00   0.0000E+00  0.0000
   1.9750E+00   2.0250E+00   0.0000E+00  0.0000
   2.0250E+00   2.0750E+00   0.0000E+00  0.0000
   2.0750E+00   2.1250E+00   0.0000E+00  0.0000
   2.1250E+00   2.1750E+00   0.0000E+00  0.0000
   2.1750E+00   2.2250E+00   0.0000E+00  0.0000
   2.2250E+00   2.2750E+00   0.0000E+00  0.0000
   2.2750E+00   2.3250E+00   0.0000E+00  0.0000
   2.3250E+00   2.3750E+00   0.0000E+00  0.0000
   2.3750E+00   2.4250E+00   0.0000E+00  0.0000
   2.4250E+00   2.4750E+00   0.0000E+00  0.0000
   2.4750E+00   2.5250E+00   0.0000E+00  0.0000
   2.5250E+00   2.5750E+00   0.0000E+00  0.0000
   2.5750E+00   2.6250E+00   0.0000E+00  0.0000
   2.6250E+00   2.6750E+00   0.0000E+00  0.0000
   2.6750E+00   2.7250E+00   0.0000E+00  0.0000
   2.7250E+00   2.7750E+00   0.0000E+00  0.0000
   2.7750E+00   2.8250E+00   0.0000E+00  0.0000
   2.8250E+00   2.8750E+00   0.0000E+00  0.0000
   2.8750E+00   2.9250E+00   0.0000E+00  0.0000
   2.9250E+00   2.9750E+00   0.0000E+00  0.0000
   2.9750E+00   3.0250E+00   0.0000E+00  0.0000
   3.0250E+00   3.1500E+00   0.0000E+00  0.0000
   3.1500E+00   3.2500E+00   0.0000E+00  0.0000
   3.2500E+00   3.3500E+00   0.0000E+00  0.0000
   3.3500E+00   3.4500E+00   0.0000E+00  0.0000
   3.4500E+00   3.5500E+00   0.0000E+00  0.0000
   3.5500E+00   3.6500E+00   0.0000E+00  0.0000
   3.6500E+00   3.7500E+00   0.0000E+00  0.0000
   3.7500E+00   3.8500E+00   0.0000E+00  0.0000
   3.8500E+00   3.9500E+00   0.0000E+00  0.0000
   3.9500E+00   4.0500E+00   0.0000E+00  0.0000
   4.0500E+00   4.1500E+00   0.0000E+00  0.0000
   4.1500E+00   4.2500E+00   0.0000E+00  0.0000
   4.2500E+00   4.3500E+00   0.0000E+00  0.0000
   4.3500E+00   4.4500E+00   0.0000E+00  0.0000
   4.4500E+00   4.5500E+00   0.0000E+00  0.0000
   4.5500E+00   4.6500E+00   0.0000E+00  0.0000
   4.6500E+00   4.7500E+00   0.0000E+00  0.0000
   4.7500E+00   4.8500E+00   0.0000E+00  0.0000
   4.8500E+00   4.9500E+00   0.0000E+00  0.0000
   4.9500E+00   5.0500E+00   0.0000E+00  0.0000
   5.0500E+00   5.1500E+00   0.0000E+00  0.0000
   5.1500E+00   5.2500E+00   0.0000E+00  0.0000
   5.2500E+00   5.3500E+00   0.0000E+00  0.0000
   5.3500E+00   5.4500E+00   0.0000E+00  0.0000
   5.4500E+00   5.5500E+00   0.0000E+00  0.0000
   5.5500E+00   5.6500E+00   0.0000E+00  0.0000
   5.6500E+00   5.7500E+00   0.0000E+00  0.0000
   5.7500E+00   5.8500E+00   0.0000E+00  0.0000
   5.8500E+00   5.9500E+00   0.0000E+00  0.0000
   5.9500E+00   6.0500E+00   0.0000E+00  0.0000
   6.0500E+00   6.3000E+00   0.0000E+00  0.0000
   6.3000E+00   6.5000E+00   0.0000E+00  0.0000
   6.5000E+00   6.7000E+00   0.0000E+00  0.0000
   6.7000E+00   6.9000E+00   0.0000E+00  0.0000
   6.9000E+00   7.1000E+00   0.0000E+00  0.0000
   7.1000E+00   7.3000E+00   0.0000E+00  0.0000
   7.3000E+00   7.5000E+00   0.0000E+00  0.0000
   7.5000E+00   7.7000E+00   0.0000E+00  0.0000
   7.7000E+00   7.9000E+00   0.0000E+00  0.0000
   7.9000E+00   8.1000E+00   0.0000E+00  0.0000
   8.1000E+00   8.3000E+00   0.0000E+00  0.0000
   8.3000E+00   8.5000E+00   0.0000E+00  0.0000
   8.5000E+00   8.7000E+00   0.0000E+00  0.0000
   8.7000E+00   8.9000E+00   0.0000E+00  0.0000
   8.9000E+00   9.1000E+00   0.0000E+00  0.0000
   9.1000E+00   9.3000E+00   0.0000E+00  0.0000
   9.3000E+00   9.5000E+00   0.0000E+00  0.0000
   9.5000E+00   9.7000E+00   0.0000E+00  0.0000
   9.7000E+00   9.9000E+00   0.0000E+00  0.0000
   9.9000E+00   1.0250E+01   0.0000E+00  0.0000
   1.0250E+01   1.0750E+01   0.0000E+00  0.0000
   1.0750E+01   1.1250E+01   0.0000E+00  0.0000
   1.1250E+01   1.1750E+01   0.0000E+00  0.0000
   1.1750E+01   1.2250E+01   0.0000E+00  0.0000
   1.2250E+01   1.2750E+01   0.0000E+00  0.0000
   1.2750E+01   1.3250E+01   0.0000E+00  0.0000
   1.3250E+01   1.3750E+01   0.0000E+00  0.0000
   1.3750E+01   1.4250E+01   0.0000E+00  0.0000
   1.4250E+01   1.4750E+01   0.0000E+00  0.0000
   1.4750E+01   1.5250E+01   0.0000E+00  0.0000
   1.5250E+01   1.5750E+01   0.0000E+00  0.0000
   1.5750E+01   1.6250E+01   0.0000E+00  0.0000
   1.6250E+01   1.6750E+01   0.0000E+00  0.0000
   1.6750E+01   1.7250E+01   0.0000E+00  0.0000
   1.7250E+01   1.7750E+01   0.0000E+00  0.0000
   1.7750E+01   1.8250E+01   0.0000E+00  0.0000
   1.8250E+01   1.8750E+01   0.0000E+00  0.0000
   1.8750E+01   1.9250E+01   0.0000E+00  0.0000
   1.9250E+01   1.9750E+01   0.0000E+00  0.0000
   1.9750E+01   2.2500E+01   0.0000E+00  0.0000

#   sum over                 9.9925E-05

'no. = 32,  reg  =   4310'
msuc: {\huge Fluence in organ and tissue regions}
msdr: {\it plotted by \ANGEL \version}
msdl: {\it calculated by \PHITS  3.33}
wt: s(0.7)
\vspace{-3}
   vol  &=&   3.3212E+01 [cm^3]
e:

#------------------------------------------------------------------------------
 newpage:
#   no. = 33   reg =   4311

x: Energy [MeV]
y: Flux [1/cm^2/source]              
p: xlin ylog afac(0.8) form(0.9)
h: n            x            y(photon  ),hh0l n  
#  e-lower      e-upper        photon    r.err 
   9.5000E-03   1.0500E-02   2.2292E-11  1.0000
   1.0500E-02   1.1500E-02   8.4577E-10  0.8120
   1.1500E-02   1.2500E-02   0.0000E+00  0.0000
   1.2500E-02   1.3500E-02   6.8600E-10  0.8633
   1.3500E-02   1.4500E-02   0.0000E+00  0.0000
   1.4500E-02   1.5500E-02   0.0000E+00  0.0000
   1.5500E-02   1.6500E-02   2.0838E-10  1.0000
   1.6500E-02   1.7500E-02   1.4654E-09  0.7071
   1.7500E-02   1.8500E-02   4.2246E-10  0.8590
   1.8500E-02   1.9500E-02   4.9889E-10  1.0000
   1.9500E-02   2.0500E-02   1.9062E-09  1.0000
   2.0500E-02   2.1500E-02   4.1605E-09  0.5411
   2.1500E-02   2.2500E-02   6.9253E-10  1.0000
   2.2500E-02   2.3500E-02   3.5960E-10  1.0000
   2.3500E-02   2.4500E-02   1.3965E-09  0.7073
   2.4500E-02   2.5500E-02   4.1689E-09  0.7092
