[ T-Track ]
    title = Fluence in organ and tissue regions
     mesh =  reg            # mesh type is region-wise
      reg = 1400 1401 1700 1701 1900 1901 2200 2201 2400 2401 2600 2900
            2901 3200 3201 3400 3401 3700 3701 3900 4100 { 4300 - 4323
            } 4500 4501 4700 4900 5100 5300 5500 5600 { 7600 - 7602 } {
            8000 - 8002 } { 8400 - 8402 } 9700 9900 { 7200 - 7203 }
            6200 6300 6400 6500 11100 11200 { 13700 - 13702 } { 11000 -
            11002 } 9500 13200 6100 { 12000 - 12002 } { 12100 - 12102 }
            { 12200 - 12202 } 100 200 { 300 - 307 } { 400 - 405 } 7000
            8700 8900 9200 10000 10100 10200 10300 { 10400 - 10403 } {
            10500 - 10503 } { 10600 - 10616 } 500 501 600 601 11300
            13900 { 7400 - 7403 } 12700 13100 6600 6601 { 6700 - 6702 }
            6800 6801 { 6900 - 6902 }
   volume                   # combined, lattice or level structure 
   non     reg      vol     # reg definition
   4.5500E-02   4.6500E-02   8.9039E-07  0.0350
   4.6500E-02   4.7500E-02   9.3477E-07  0.0354
   4.7500E-02   4.8500E-02   1.0077E-06  0.0331
   4.8500E-02   4.9500E-02   1.1180E-06  0.0323
   4.9500E-02   5.0500E-02   1.1386E-06  0.0322
   5.0500E-02   5.1500E-02   1.1225E-06  0.0326
   5.1500E-02   5.2500E-02   1.1855E-06  0.0307
   5.2500E-02   5.3500E-02   1.2654E-06  0.0307
   5.3500E-02   5.4500E-02   1.2155E-06  0.0304
   5.4500E-02   5.5500E-02   1.3332E-06  0.0301
   5.5500E-02   5.6500E-02   1.4837E-06  0.0286
   5.6500E-02   5.7500E-02   1.4155E-06  0.0288
   5.7500E-02   5.8500E-02   1.4590E-06  0.0292
   5.8500E-02   5.9500E-02   1.5554E-06  0.0281
   5.9500E-02   6.0500E-02   1.5969E-06  0.0279
   6.0500E-02   6.1500E-02   1.5845E-06  0.0275
   6.1500E-02   6.2500E-02   1.5702E-06  0.0280
   6.2500E-02   6.3500E-02   1.6434E-06  0.0273
   6.3500E-02   6.4500E-02   1.6730E-06  0.0271
   6.4500E-02   6.5500E-02   1.6533E-06  0.0276
   6.5500E-02   6.6500E-02   1.7880E-06  0.0268
   6.6500E-02   6.7500E-02   1.6915E-06  0.0269
   6.7500E-02   6.8500E-02   1.7042E-06  0.0269
   6.8500E-02   6.9500E-02   1.8168E-06  0.0268
   6.9500E-02   7.0500E-02   1.8002E-06  0.0263
   7.0500E-02   7.1500E-02   1.7575E-06  0.0265
   7.1500E-02   7.2500E-02   1.7981E-06  0.0267
   7.2500E-02   7.3500E-02   1.7844E-06  0.0265
   7.3500E-02   7.4500E-02   1.6890E-06  0.0268
   7.4500E-02   7.5500E-02   1.7812E-06  0.0267
   7.5500E-02   7.6500E-02   1.8445E-06  0.0266
   7.6500E-02   7.7500E-02   1.8487E-06  0.0264
   7.7500E-02   7.8500E-02   1.8022E-06  0.0267
   7.8500E-02   7.9500E-02   1.8497E-06  0.0266
   7.9500E-02   8.0500E-02   1.8029E-06  0.0266
   8.0500E-02   8.1500E-02   1.9836E-06  0.0260
   8.1500E-02   8.2500E-02   1.8616E-06  0.0264
   8.2500E-02   8.3500E-02   1.9253E-06  0.0262
   8.3500E-02   8.4500E-02   1.8848E-06  0.0264
   8.4500E-02   8.5500E-02   1.8871E-06  0.0262
   8.5500E-02   8.6500E-02   1.8131E-06  0.0264
   8.6500E-02   8.7500E-02   1.9575E-06  0.0260
   8.7500E-02   8.8500E-02   1.9210E-06  0.0264
   8.8500E-02   8.9500E-02   1.8999E-06  0.0262
   8.9500E-02   9.0500E-02   1.8662E-06  0.0262
   9.0500E-02   9.1500E-02   1.9129E-06  0.0260
   9.1500E-02   9.2500E-02   1.8347E-06  0.0268
   9.2500E-02   9.3500E-02   1.9033E-06  0.0265
   9.3500E-02   9.4500E-02   1.9280E-06  0.0263
   9.4500E-02   9.5500E-02   1.8805E-06  0.0263
   9.5500E-02   9.6500E-02   1.8321E-06  0.0267
   9.6500E-02   9.7500E-02   2.0162E-06  0.0267
   9.7500E-02   9.8500E-02   1.9140E-06  0.0265
   9.8500E-02   9.9500E-02   1.7704E-06  0.0275
   9.9500E-02   1.0050E-01   1.7799E-06  0.0273
   1.0050E-01   1.0150E-01   1.7948E-06  0.0275
   1.0150E-01   1.0250E-01   1.9058E-06  0.0267
   1.0250E-01   1.0350E-01   1.8103E-06  0.0271
   1.0350E-01   1.0450E-01   1.7061E-06  0.0277
   1.0450E-01   1.0550E-01   1.7248E-06  0.0276
   1.0550E-01   1.0650E-01   1.7586E-06  0.0275
   1.0650E-01   1.0750E-01   1.7415E-06  0.0277
   1.0750E-01   1.0850E-01   1.6942E-06  0.0277
   1.0850E-01   1.0950E-01   1.6698E-06  0.0278
   1.0950E-01   1.1050E-01   1.8271E-06  0.0274
   1.1050E-01   1.1150E-01   1.7116E-06  0.0281
   1.1150E-01   1.1250E-01   1.7446E-06  0.0279
   1.1250E-01   1.1350E-01   1.6941E-06  0.0281
   1.1350E-01   1.1450E-01   1.7357E-06  0.0283
   1.1450E-01   1.1550E-01   1.7843E-06  0.0278
   1.1550E-01   1.1650E-01   1.6517E-06  0.0283
   1.1650E-01   1.1750E-01   1.7904E-06  0.0274
   1.1750E-01   1.1850E-01   1.7516E-06  0.0281
   1.1850E-01   1.1950E-01   1.6747E-06  0.0282
   1.1950E-01   1.2050E-01   1.7183E-06  0.0283
   1.2050E-01   1.2150E-01   1.7969E-06  0.0277
   1.2150E-01   1.2250E-01   1.7450E-06  0.0277
   1.2250E-01   1.2350E-01   1.7116E-06  0.0281
   1.2350E-01   1.2450E-01   1.7441E-06  0.0279
   1.2450E-01   1.2550E-01   1.8189E-06  0.0277
   1.2550E-01   1.2650E-01   1.7474E-06  0.0279
   1.2650E-01   1.2750E-01   1.7331E-06  0.0281
   1.2750E-01   1.2850E-01   1.6966E-06  0.0287
   1.2850E-01   1.2950E-01   1.7013E-06  0.0282
   1.2950E-01   1.3050E-01   1.7516E-06  0.0282
   1.3050E-01   1.3150E-01   1.7144E-06  0.0287
   1.3150E-01   1.3250E-01   1.6958E-06  0.0287
   1.3250E-01   1.3350E-01   1.6334E-06  0.0285
   1.3350E-01   1.3450E-01   1.6443E-06  0.0283
   1.3450E-01   1.3550E-01   1.5859E-06  0.0295
   1.3550E-01   1.3650E-01   1.6040E-06  0.0295
   1.3650E-01   1.3750E-01   1.5931E-06  0.0292
   1.3750E-01   1.3850E-01   1.6309E-06  0.0293
   1.3850E-01   1.3950E-01   1.6010E-06  0.0296
   1.3950E-01   1.4050E-01   1.5398E-06  0.0298
   1.4050E-01   1.4150E-01   1.5807E-06  0.0298
   1.4150E-01   1.4250E-01   1.5327E-06  0.0292
   1.4250E-01   1.4350E-01   1.4939E-06  0.0300
   1.4350E-01   1.4450E-01   1.4578E-06  0.0309
   1.4450E-01   1.4550E-01   1.4609E-06  0.0306
   1.4550E-01   1.4650E-01   1.5430E-06  0.0300
   1.4650E-01   1.4750E-01   1.4690E-06  0.0309
   1.4750E-01   1.4850E-01   1.3871E-06  0.0313
   1.4850E-01   1.4950E-01   1.3903E-06  0.0312
   1.4950E-01   1.5050E-01   1.4251E-06  0.0316
   1.5050E-01   1.5150E-01   1.4022E-06  0.0310
   1.5150E-01   1.5250E-01   1.3471E-06  0.0314
   1.5250E-01   1.5350E-01   1.3586E-06  0.0319
   1.5350E-01   1.5450E-01   1.4409E-06  0.0308
   1.5450E-01   1.5550E-01   1.3784E-06  0.0320
   1.5550E-01   1.5650E-01   1.3773E-06  0.0324
   1.5650E-01   1.5750E-01   1.3623E-06  0.0325
   1.5750E-01   1.5850E-01   1.2989E-06  0.0321
   1.5850E-01   1.5950E-01   1.3128E-06  0.0326
   1.5950E-01   1.6050E-01   1.4227E-06  0.0321
   1.6050E-01   1.6150E-01   1.3156E-06  0.0327
   1.6150E-01   1.6250E-01   1.3312E-06  0.0321
   1.6250E-01   1.6350E-01   1.3683E-06  0.0323
   1.6350E-01   1.6450E-01   1.3416E-06  0.0317
   1.6450E-01   1.6550E-01   1.2343E-06  0.0334
   1.6550E-01   1.6650E-01   1.3382E-06  0.0322
   1.6650E-01   1.6750E-01   1.2712E-06  0.0334
   1.6750E-01   1.6850E-01   1.3414E-06  0.0328
   1.6850E-01   1.6950E-01   1.2910E-06  0.0333
   1.6950E-01   1.7050E-01   1.2256E-06  0.0335
   1.7050E-01   1.7150E-01   1.2457E-06  0.0338
   1.7150E-01   1.7250E-01   1.2188E-06  0.0343
   1.7250E-01   1.7350E-01   1.2972E-06  0.0335
   1.7350E-01   1.7450E-01   1.3075E-06  0.0334
   1.7450E-01   1.7550E-01   1.2817E-06  0.0335
   1.7550E-01   1.7650E-01   1.2403E-06  0.0339
   1.7650E-01   1.7750E-01   1.2778E-06  0.0340
   1.7750E-01   1.7850E-01   1.2372E-06  0.0340
   1.7850E-01   1.7950E-01   1.2089E-06  0.0343
   1.7950E-01   1.8050E-01   1.1369E-06  0.0349
   1.8050E-01   1.8150E-01   1.2591E-06  0.0348
   1.8150E-01   1.8250E-01   1.1610E-06  0.0347
   1.8250E-01   1.8350E-01   1.2133E-06  0.0347
   1.8350E-01   1.8450E-01   1.1787E-06  0.0354
   1.8450E-01   1.8550E-01   1.1540E-06  0.0355
   1.8550E-01   1.8650E-01   1.2252E-06  0.0343
   1.8650E-01   1.8750E-01   1.1832E-06  0.0352
   1.8750E-01   1.8850E-01   1.1503E-06  0.0343
   1.8850E-01   1.8950E-01   1.1348E-06  0.0346
   1.8950E-01   1.9050E-01   1.1724E-06  0.0344
   1.9050E-01   1.9150E-01   1.0884E-06  0.0357
   1.9150E-01   1.9250E-01   1.1361E-06  0.0354
   1.9250E-01   1.9350E-01   1.1213E-06  0.0360
   1.9350E-01   1.9450E-01   1.2171E-06  0.0343
   1.9450E-01   1.9550E-01   1.1632E-06  0.0356
   1.9550E-01   1.9650E-01   1.1299E-06  0.0362
   1.9650E-01   1.9750E-01   1.1374E-06  0.0347
   1.9750E-01   1.9850E-01   1.1112E-06  0.0357
   1.9850E-01   1.9950E-01   1.1928E-06  0.0343
   1.9950E-01   2.0050E-01   1.2542E-06  0.0341
   2.0050E-01   2.0750E-01   9.2460E-06  0.0125
   2.0750E-01   2.1250E-01   6.9837E-06  0.0144
   2.1250E-01   2.1750E-01   6.9743E-06  0.0147
   2.1750E-01   2.2250E-01   6.5451E-06  0.0148
   2.2250E-01   2.2750E-01   6.2962E-06  0.0152
   2.2750E-01   2.3250E-01   5.8833E-06  0.0157
   2.3250E-01   2.3750E-01   5.7701E-06  0.0158
   2.3750E-01   2.4250E-01   5.5677E-06  0.0163
   2.4250E-01   2.4750E-01   5.2359E-06  0.0167
   2.4750E-01   2.5250E-01   5.0697E-06  0.0169
   2.5250E-01   2.5750E-01   4.7328E-06  0.0176
   2.5750E-01   2.6250E-01   4.7705E-06  0.0177
   2.6250E-01   2.6750E-01   4.4465E-06  0.0181
   2.6750E-01   2.7250E-01   4.2373E-06  0.0187
   2.7250E-01   2.7750E-01   4.0536E-06  0.0191
   2.7750E-01   2.8250E-01   4.0508E-06  0.0191
   2.8250E-01   2.8750E-01   3.7712E-06  0.0197
   2.8750E-01   2.9250E-01   3.6571E-06  0.0202
   2.9250E-01   2.9750E-01   3.4998E-06  0.0205
   2.9750E-01   3.0250E-01   3.3914E-06  0.0207
   3.0250E-01   3.0750E-01   3.4408E-06  0.0209
   3.0750E-01   3.1250E-01   3.3767E-06  0.0210
   3.1250E-01   3.1750E-01   3.2271E-06  0.0213
   3.1750E-01   3.2250E-01   3.1001E-06  0.0217
   3.2250E-01   3.2750E-01   3.0139E-06  0.0221
   3.2750E-01   3.3250E-01   2.9438E-06  0.0224
   3.3250E-01   3.3750E-01   2.7353E-06  0.0234
   3.3750E-01   3.4250E-01   2.8255E-06  0.0232
   3.4250E-01   3.4750E-01   2.7201E-06  0.0236
   3.4750E-01   3.5250E-01   2.7066E-06  0.0239
   3.5250E-01   3.5750E-01   2.5175E-06  0.0243
   3.5750E-01   3.6250E-01   2.5640E-06  0.0244
   3.6250E-01   3.6750E-01   2.4058E-06  0.0247
   3.6750E-01   3.7250E-01   2.4221E-06  0.0248
   3.7250E-01   3.7750E-01   2.2798E-06  0.0257
   3.7750E-01   3.8250E-01   2.3704E-06  0.0255
   3.8250E-01   3.8750E-01   2.1734E-06  0.0266
   3.8750E-01   3.9250E-01   2.2277E-06  0.0261
   3.9250E-01   3.9750E-01   2.1343E-06  0.0267
   3.9750E-01   4.0250E-01   2.1302E-06  0.0261
   4.0250E-01   4.1500E-01   5.2996E-06  0.0171
   4.1500E-01   4.2500E-01   3.9725E-06  0.0196
   4.2500E-01   4.3500E-01   3.9551E-06  0.0197
   4.3500E-01   4.4500E-01   3.7914E-06  0.0201
   4.4500E-01   4.5500E-01   3.7234E-06  0.0204
   4.5500E-01   4.6500E-01   3.5861E-06  0.0210
   4.6500E-01   4.7500E-01   3.5495E-06  0.0210
   4.7500E-01   4.8500E-01   3.4704E-06  0.0211
   4.8500E-01   4.9500E-01   3.4612E-06  0.0216
   4.9500E-01   5.0500E-01   3.3090E-06  0.0215
   5.0500E-01   5.1500E-01   3.2193E-06  0.0219
   5.1500E-01   5.2500E-01   3.3282E-06  0.0216
   5.2500E-01   5.3500E-01   3.0901E-06  0.0223
   5.3500E-01   5.4500E-01   3.0139E-06  0.0228
   5.4500E-01   5.5500E-01   3.0536E-06  0.0225
   5.5500E-01   5.6500E-01   2.9205E-06  0.0232
   5.6500E-01   5.7500E-01   3.0609E-06  0.0225
   5.7500E-01   5.8500E-01   2.9460E-06  0.0229
   5.8500E-01   5.9500E-01   2.8622E-06  0.0236
   5.9500E-01   6.0500E-01   2.8331E-06  0.0236
   6.0500E-01   6.1500E-01   2.9322E-06  0.0233
   6.1500E-01   6.2500E-01   2.8287E-06  0.0236
   6.2500E-01   6.3500E-01   2.8386E-06  0.0238
   6.3500E-01   6.4500E-01   2.8857E-06  0.0236
   6.4500E-01   6.5500E-01   2.7297E-06  0.0238
   6.5500E-01   6.6500E-01   2.5593E-06  0.0245
   6.6500E-01   6.7500E-01   2.7235E-06  0.0241
   6.7500E-01   6.8500E-01   2.6597E-06  0.0243
   6.8500E-01   6.9500E-01   2.6835E-06  0.0244
   6.9500E-01   7.0500E-01   2.7512E-06  0.0240
   7.0500E-01   7.1500E-01   2.6970E-06  0.0245
   7.1500E-01   7.2500E-01   2.6337E-06  0.0245
   7.2500E-01   7.3500E-01   2.5985E-06  0.0245
   7.3500E-01   7.4500E-01   2.6188E-06  0.0247
   7.4500E-01   7.5500E-01   2.6750E-06  0.0246
   7.5500E-01   7.6500E-01   2.7103E-06  0.0244
   7.6500E-01   7.7500E-01   2.6785E-06  0.0243
   7.7500E-01   7.8500E-01   2.5812E-06  0.0250
   7.8500E-01   7.9500E-01   2.6747E-06  0.0246
   7.9500E-01   8.0500E-01   2.6142E-06  0.0247
   8.0500E-01   8.1500E-01   2.6575E-06  0.0247
   8.1500E-01   8.2500E-01   2.5629E-06  0.0250
   8.2500E-01   8.3500E-01   2.6911E-06  0.0246
   8.3500E-01   8.4500E-01   2.6780E-06  0.0243
   8.4500E-01   8.5500E-01   2.4977E-06  0.0255
   8.5500E-01   8.6500E-01   2.4545E-06  0.0255
   8.6500E-01   8.7500E-01   2.6229E-06  0.0249
   8.7500E-01   8.8500E-01   2.4578E-06  0.0253
   8.8500E-01   8.9500E-01   2.6705E-06  0.0247
   8.9500E-01   9.0500E-01   2.5836E-06  0.0251
   9.0500E-01   9.1500E-01   2.5963E-06  0.0251
   9.1500E-01   9.2500E-01   2.6426E-06  0.0252
   9.2500E-01   9.3500E-01   2.5593E-06  0.0250
   9.3500E-01   9.4500E-01   2.6643E-06  0.0248
   9.4500E-01   9.5500E-01   2.7015E-06  0.0248
   9.5500E-01   9.6500E-01   2.5163E-06  0.0254
   9.6500E-01   9.7500E-01   2.6604E-06  0.0248
   9.7500E-01   9.8500E-01   2.6915E-06  0.0246
   9.8500E-01   9.9500E-01   2.5741E-06  0.0252
   9.9500E-01   1.0050E+00   2.9438E-04  0.0024
   1.0050E+00   1.0750E+00   0.0000E+00  0.0000
   1.0750E+00   1.1250E+00   0.0000E+00  0.0000
   1.1250E+00   1.1750E+00   0.0000E+00  0.0000
   1.1750E+00   1.2250E+00   0.0000E+00  0.0000
   1.2250E+00   1.2750E+00   0.0000E+00  0.0000
   1.2750E+00   1.3250E+00   0.0000E+00  0.0000
   1.3250E+00   1.3750E+00   0.0000E+00  0.0000
   1.3750E+00   1.4250E+00   0.0000E+00  0.0000
   1.4250E+00   1.4750E+00   0.0000E+00  0.0000
   1.4750E+00   1.5250E+00   0.0000E+00  0.0000
   1.5250E+00   1.5750E+00   0.0000E+00  0.0000
   1.5750E+00   1.6250E+00   0.0000E+00  0.0000
   1.6250E+00   1.6750E+00   0.0000E+00  0.0000
   1.6750E+00   1.7250E+00   0.0000E+00  0.0000
   1.7250E+00   1.7750E+00   0.0000E+00  0.0000
   1.7750E+00   1.8250E+00   0.0000E+00  0.0000
   1.8250E+00   1.8750E+00   0.0000E+00  0.0000
   1.8750E+00   1.9250E+00   0.0000E+00  0.0000
   1.9250E+00   1.9750E+00   0.0000E+00  0.0000
   1.9750E+00   2.0250E+00   0.0000E+00  0.0000
   2.0250E+00   2.0750E+00   0.0000E+00  0.0000
   2.0750E+00   2.1250E+00   0.0000E+00  0.0000
   2.1250E+00   2.1750E+00   0.0000E+00  0.0000
   2.1750E+00   2.2250E+00   0.0000E+00  0.0000
   2.2250E+00   2.2750E+00   0.0000E+00  0.0000
   2.2750E+00   2.3250E+00   0.0000E+00  0.0000
   2.3250E+00   2.3750E+00   0.0000E+00  0.0000
   2.3750E+00   2.4250E+00   0.0000E+00  0.0000
   2.4250E+00   2.4750E+00   0.0000E+00  0.0000
   2.4750E+00   2.5250E+00   0.0000E+00  0.0000
   2.5250E+00   2.5750E+00   0.0000E+00  0.0000
   2.5750E+00   2.6250E+00   0.0000E+00  0.0000
   2.6250E+00   2.6750E+00   0.0000E+00  0.0000
   2.6750E+00   2.7250E+00   0.0000E+00  0.0000
   2.7250E+00   2.7750E+00   0.0000E+00  0.0000
   2.7750E+00   2.8250E+00   0.0000E+00  0.0000
   2.8250E+00   2.8750E+00   0.0000E+00  0.0000
   2.8750E+00   2.9250E+00   0.0000E+00  0.0000
   2.9250E+00   2.9750E+00   0.0000E+00  0.0000
   2.9750E+00   3.0250E+00   0.0000E+00  0.0000
   3.0250E+00   3.1500E+00   0.0000E+00  0.0000
   3.1500E+00   3.2500E+00   0.0000E+00  0.0000
   3.2500E+00   3.3500E+00   0.0000E+00  0.0000
   3.3500E+00   3.4500E+00   0.0000E+00  0.0000
   3.4500E+00   3.5500E+00   0.0000E+00  0.0000
   3.5500E+00   3.6500E+00   0.0000E+00  0.0000
   3.6500E+00   3.7500E+00   0.0000E+00  0.0000
   3.7500E+00   3.8500E+00   0.0000E+00  0.0000
   3.8500E+00   3.9500E+00   0.0000E+00  0.0000
   3.9500E+00   4.0500E+00   0.0000E+00  0.0000
   4.0500E+00   4.1500E+00   0.0000E+00  0.0000
   4.1500E+00   4.2500E+00   0.0000E+00  0.0000
   4.2500E+00   4.3500E+00   0.0000E+00  0.0000
   4.3500E+00   4.4500E+00   0.0000E+00  0.0000
   4.4500E+00   4.5500E+00   0.0000E+00  0.0000
   4.5500E+00   4.6500E+00   0.0000E+00  0.0000
   4.6500E+00   4.7500E+00   0.0000E+00  0.0000
   4.7500E+00   4.8500E+00   0.0000E+00  0.0000
   4.8500E+00   4.9500E+00   0.0000E+00  0.0000
   4.9500E+00   5.0500E+00   0.0000E+00  0.0000
   5.0500E+00   5.1500E+00   0.0000E+00  0.0000
   5.1500E+00   5.2500E+00   0.0000E+00  0.0000
   5.2500E+00   5.3500E+00   0.0000E+00  0.0000
   5.3500E+00   5.4500E+00   0.0000E+00  0.0000
   5.4500E+00   5.5500E+00   0.0000E+00  0.0000
   5.5500E+00   5.6500E+00   0.0000E+00  0.0000
   5.6500E+00   5.7500E+00   0.0000E+00  0.0000
   5.7500E+00   5.8500E+00   0.0000E+00  0.0000
   5.8500E+00   5.9500E+00   0.0000E+00  0.0000
   5.9500E+00   6.0500E+00   0.0000E+00  0.0000
   6.0500E+00   6.3000E+00   0.0000E+00  0.0000
   6.3000E+00   6.5000E+00   0.0000E+00  0.0000
   6.5000E+00   6.7000E+00   0.0000E+00  0.0000
   6.7000E+00   6.9000E+00   0.0000E+00  0.0000
   6.9000E+00   7.1000E+00   0.0000E+00  0.0000
   7.1000E+00   7.3000E+00   0.0000E+00  0.0000
   7.3000E+00   7.5000E+00   0.0000E+00  0.0000
   7.5000E+00   7.7000E+00   0.0000E+00  0.0000
   7.7000E+00   7.9000E+00   0.0000E+00  0.0000
   7.9000E+00   8.1000E+00   0.0000E+00  0.0000
   8.1000E+00   8.3000E+00   0.0000E+00  0.0000
   8.3000E+00   8.5000E+00   0.0000E+00  0.0000
   8.5000E+00   8.7000E+00   0.0000E+00  0.0000
   8.7000E+00   8.9000E+00   0.0000E+00  0.0000
   8.9000E+00   9.1000E+00   0.0000E+00  0.0000
   9.1000E+00   9.3000E+00   0.0000E+00  0.0000
   9.3000E+00   9.5000E+00   0.0000E+00  0.0000
   9.5000E+00   9.7000E+00   0.0000E+00  0.0000
   9.7000E+00   9.9000E+00   0.0000E+00  0.0000
   9.9000E+00   1.0250E+01   0.0000E+00  0.0000
   1.0250E+01   1.0750E+01   0.0000E+00  0.0000
   1.0750E+01   1.1250E+01   0.0000E+00  0.0000
   1.1250E+01   1.1750E+01   0.0000E+00  0.0000
   1.1750E+01   1.2250E+01   0.0000E+00  0.0000
   1.2250E+01   1.2750E+01   0.0000E+00  0.0000
   1.2750E+01   1.3250E+01   0.0000E+00  0.0000
   1.3250E+01   1.3750E+01   0.0000E+00  0.0000
   1.3750E+01   1.4250E+01   0.0000E+00  0.0000
   1.4250E+01   1.4750E+01   0.0000E+00  0.0000
   1.4750E+01   1.5250E+01   0.0000E+00  0.0000
   1.5250E+01   1.5750E+01   0.0000E+00  0.0000
   1.5750E+01   1.6250E+01   0.0000E+00  0.0000
   1.6250E+01   1.6750E+01   0.0000E+00  0.0000
   1.6750E+01   1.7250E+01   0.0000E+00  0.0000
   1.7250E+01   1.7750E+01   0.0000E+00  0.0000
   1.7750E+01   1.8250E+01   0.0000E+00  0.0000
   1.8250E+01   1.8750E+01   0.0000E+00  0.0000
   1.8750E+01   1.9250E+01   0.0000E+00  0.0000
   1.9250E+01   1.9750E+01   0.0000E+00  0.0000
   1.9750E+01   2.2500E+01   0.0000E+00  0.0000

#   sum over                 8.6762E-04

'no. = 50,  reg  =   5100'
msuc: {\huge Fluence in organ and tissue regions}
msdr: {\it plotted by \ANGEL \version}
msdl: {\it calculated by \PHITS  3.33}
wt: s(0.7)
\vspace{-3}
   vol  &=&   2.0247E+02 [cm^3]
e:

#------------------------------------------------------------------------------
 newpage:
#   no. = 51   reg =   5300

x: Energy [MeV]
y: Flux [1/cm^2/source]              
p: xlin ylog afac(0.8) form(0.9)
h: n            x            y(photon  ),hh0l n  
#  e-lower      e-upper        photon    r.err 
   9.5000E-03   1.0500E-02   2.7502E-10  0.3766
   1.0500E-02   1.1500E-02   1.7118E-10  0.4614
   1.1500E-02   1.2500E-02   3.1859E-10  0.4849
   1.2500E-02   1.3500E-02   8.6237E-11  0.7608
   1.3500E-02   1.4500E-02   2.1458E-10  0.5137
   1.4500E-02   1.5500E-02   9.0572E-11  0.8563
   1.5500E-02   1.6500E-02   2.0903E-10  0.9193
   1.6500E-02   1.7500E-02   1.1245E-09  0.5115
   1.7500E-02   1.8500E-02   9.5673E-10  0.4385
   1.8500E-02   1.9500E-02   7.0977E-10  0.5440
   1.9500E-02   2.0500E-02   1.8223E-09  0.3419
   2.0500E-02   2.1500E-02   9.3608E-10  0.5989
   2.1500E-02   2.2500E-02   1.4240E-09  0.3938
   2.2500E-02   2.3500E-02   1.0745E-09  0.5186
   2.3500E-02   2.4500E-02   5.8289E-09  0.3318
   2.4500E-02   2.5500E-02   3.1811E-09  0.4142
   2.5500E-02   2.6500E-02   5.1898E-09  0.3427
   2.6500E-02   2.7500E-02   7.2248E-09  0.3359
   2.7500E-02   2.8500E-02   8.8335E-09  0.2451
   2.8500E-02   2.9500E-02   1.2621E-08  0.2414
   2.9500E-02   3.0500E-02   1.8583E-08  0.2307
   3.0500E-02   3.1500E-02   2.5744E-08  0.1848
   3.1500E-02   3.2500E-02   3.2597E-08  0.1518
   3.2500E-02   3.3500E-02   5.9375E-08  0.1206
   3.3500E-02   3.4500E-02   6.0693E-08  0.1193
   3.4500E-02   3.5500E-02   8.4978E-08  0.1080
   3.5500E-02   3.6500E-02   1.1218E-07  0.1045
   3.6500E-02   3.7500E-02   1.1465E-07  0.0902
   3.7500E-02   3.8500E-02   1.3613E-07  0.0892
   3.8500E-02   3.9500E-02   1.4060E-07  0.0895
   3.9500E-02   4.0500E-02   1.7654E-07  0.0810
   4.0500E-02   4.1500E-02   1.9130E-07  0.0739
   4.1500E-02   4.2500E-02   2.5813E-07  0.0726
   4.2500E-02   4.3500E-02   2.8555E-07  0.0669
   4.3500E-02   4.4500E-02   2.6861E-07  0.0651
   4.4500E-02   4.5500E-02   3.1062E-07  0.0657
   4.5500E-02   4.6500E-02   3.1950E-07  0.0630
   4.6500E-02   4.7500E-02   3.4327E-07  0.0615
   4.7500E-02   4.8500E-02   3.5863E-07  0.0603
   4.8500E-02   4.9500E-02   4.2608E-07  0.0559
   4.9500E-02   5.0500E-02   4.2492E-07  0.0577
   5.0500E-02   5.1500E-02   4.5749E-07  0.0567
   5.1500E-02   5.2500E-02   4.3428E-07  0.0562
   5.2500E-02   5.3500E-02   4.9309E-07  0.0544
   5.3500E-02   5.4500E-02   4.7412E-07  0.0540
   5.4500E-02   5.5500E-02   4.8854E-07  0.0539
   5.5500E-02   5.6500E-02   4.9736E-07  0.0525
   5.6500E-02   5.7500E-02   5.1596E-07  0.0522
   5.7500E-02   5.8500E-02   5.6784E-07  0.0507
   5.8500E-02   5.9500E-02   5.6272E-07  0.0491
   5.9500E-02   6.0500E-02   6.0133E-07  0.0498
   6.0500E-02   6.1500E-02   5.4507E-07  0.0515
   6.1500E-02   6.2500E-02   5.6695E-07  0.0503
   6.2500E-02   6.3500E-02   5.5255E-07  0.0496
   6.3500E-02   6.4500E-02   5.4980E-07  0.0526
   6.4500E-02   6.5500E-02   6.3966E-07  0.0494
   6.5500E-02   6.6500E-02   5.9988E-07  0.0493
   6.6500E-02   6.7500E-02   5.5830E-07  0.0501
   6.7500E-02   6.8500E-02   6.0284E-07  0.0489
   6.8500E-02   6.9500E-02   6.5624E-07  0.0482
   6.9500E-02   7.0500E-02   6.6629E-07  0.0472
   7.0500E-02   7.1500E-02   5.9154E-07  0.0504
   7.1500E-02   7.2500E-02   5.8868E-07  0.0489
   7.2500E-02   7.3500E-02   6.2625E-07  0.0482
   7.3500E-02   7.4500E-02   6.0571E-07  0.0504
   7.4500E-02   7.5500E-02   6.4563E-07  0.0478
   7.5500E-02   7.6500E-02   6.1065E-07  0.0495
   7.6500E-02   7.7500E-02   6.3951E-07  0.0488
   7.7500E-02   7.8500E-02   6.4793E-07  0.0501
   7.8500E-02   7.9500E-02   5.9945E-07  0.0496
   7.9500E-02   8.0500E-02   6.2943E-07  0.0498
   8.0500E-02   8.1500E-02   6.6482E-07  0.0496
   8.1500E-02   8.2500E-02   6.4014E-07  0.0502
   8.2500E-02   8.3500E-02   6.3705E-07  0.0501
   8.3500E-02   8.4500E-02   6.1193E-07  0.0507
   8.4500E-02   8.5500E-02   5.8798E-07  0.0522
